hgnc_id	symbol	locus_type
HGNC:37709	AGPAT5P1	pseudogene
HGNC:327	AGPS	gene with protein product
HGNC:328	AGR2	gene with protein product
HGNC:24167	AGR3	gene with protein product
HGNC:329	AGRN	gene with protein product
HGNC:330	AGRP	gene with protein product
HGNC:333	AGT	gene with protein product
HGNC:17258	AGTPBP1	gene with protein product
HGNC:336	AGTR1	gene with protein product
HGNC:338	AGTR2	gene with protein product
HGNC:13539	AGTRAP	gene with protein product
HGNC:341	AGXT	gene with protein product
HGNC:14412	AGXT2	gene with protein product
HGNC:24618	AHCTF1	gene with protein product
HGNC:24620	AHCTF1P1	pseudogene
HGNC:343	AHCY	gene with protein product
HGNC:344	AHCYL1	gene with protein product
HGNC:22204	AHCYL2	gene with protein product
HGNC:44993	AHCYP1	pseudogene
HGNC:44994	AHCYP2	pseudogene
HGNC:44995	AHCYP3	pseudogene
HGNC:44996	AHCYP4	pseudogene
HGNC:44997	AHCYP5	pseudogene
HGNC:44998	AHCYP6	pseudogene
HGNC:44999	AHCYP7	pseudogene
HGNC:45000	AHCYP8	pseudogene
HGNC:25230	AHDC1	gene with protein product
HGNC:21575	AHI1	gene with protein product
HGNC:32526	AHI1-DT	RNA, long non-coding
HGNC:347	AHNAK	gene with protein product
HGNC:20125	AHNAK2	gene with protein product
HGNC:348	AHR	gene with protein product
HGNC:346	AHRR	gene with protein product
HGNC:1189	AHSA1	gene with protein product
HGNC:20437	AHSA2P	pseudogene
HGNC:349	AHSG	gene with protein product
HGNC:18075	AHSP	gene with protein product
HGNC:13203	AICDA	gene with protein product
HGNC:25761	AIDA	gene with protein product
HGNC:54663	AIDAP1	pseudogene
HGNC:54664	AIDAP2	pseudogene
HGNC:54665	AIDAP3	pseudogene
HGNC:352	AIF1	gene with protein product
HGNC:28904	AIF1L	gene with protein product
HGNC:8768	AIFM1	gene with protein product
HGNC:44884	AIFM1P1	pseudogene
HGNC:21411	AIFM2	gene with protein product
HGNC:26398	AIFM3	gene with protein product
HGNC:21607	AIG1	gene with protein product
HGNC:43926	AIG1P1	pseudogene
HGNC:357	AIM2	gene with protein product
HGNC:10648	AIMP1	gene with protein product
HGNC:16543	AIMP1P1	pseudogene
HGNC:43693	AIMP1P2	pseudogene
HGNC:20609	AIMP2	gene with protein product
HGNC:358	AIP	gene with protein product
HGNC:359	AIPL1	gene with protein product
HGNC:360	AIRE	gene with protein product
HGNC:34515	AIRN	RNA, long non-coding
HGNC:30801	AJAP1	gene with protein product
HGNC:37284	AJM1	gene with protein product
HGNC:20250	AJUBA	gene with protein product
HGNC:55449	AJUBA-DT	RNA, long non-coding
HGNC:361	AK1	gene with protein product
HGNC:362	AK2	gene with protein product
HGNC:24037	AK2P1	pseudogene
HGNC:33542	AK2P2	pseudogene
HGNC:17376	AK3	gene with protein product
HGNC:31099	AK3P2	pseudogene
HGNC:39062	AK3P3	pseudogene
HGNC:39063	AK3P4	pseudogene
HGNC:39064	AK3P5	pseudogene
HGNC:39065	AK3P6	pseudogene
HGNC:363	AK4	gene with protein product
HGNC:364	AK4P1	pseudogene
HGNC:39066	AK4P2	pseudogene
HGNC:21596	AK4P3	pseudogene
HGNC:39067	AK4P4	pseudogene
HGNC:39068	AK4P5	pseudogene
HGNC:39069	AK4P6	pseudogene
HGNC:365	AK5	gene with protein product
HGNC:49151	AK6	gene with protein product
HGNC:51678	AK6P1	pseudogene
HGNC:51679	AK6P2	pseudogene
HGNC:20091	AK7	gene with protein product
HGNC:26526	AK8	gene with protein product
HGNC:33814	AK9	gene with protein product
HGNC:28285	AKAIN1	gene with protein product
HGNC:367	AKAP1	gene with protein product
HGNC:55339	AKAP1-DT	RNA, long non-coding
HGNC:372	AKAP2	complex locus constituent
HGNC:373	AKAP3	gene with protein product
HGNC:374	AKAP4	gene with protein product
HGNC:375	AKAP5	gene with protein product
HGNC:376	AKAP6	gene with protein product
HGNC:377	AKAP7	gene with protein product
HGNC:378	AKAP8	gene with protein product
HGNC:29857	AKAP8L	gene with protein product
HGNC:49758	AKAP8P1	pseudogene
HGNC:379	AKAP9	gene with protein product
HGNC:368	AKAP10	gene with protein product
HGNC:369	AKAP11	gene with protein product
HGNC:370	AKAP12	gene with protein product
HGNC:371	AKAP13	gene with protein product
HGNC:55975	AKAP13-AS1	RNA, long non-coding
HGNC:24061	AKAP14	gene with protein product
HGNC:18783	AKAP17A	gene with protein product
HGNC:38514	AKAP17BP	pseudogene
HGNC:1170	AKIP1	gene with protein product
HGNC:25744	AKIRIN1	gene with protein product
HGNC:50794	AKIRIN1P1	pseudogene
HGNC:50797	AKIRIN1P2	pseudogene
HGNC:21407	AKIRIN2	gene with protein product
HGNC:50796	AKIRIN2P1	pseudogene
HGNC:24108	AKNA	gene with protein product
HGNC:28398	AKNAD1	gene with protein product
HGNC:380	AKR1A1	gene with protein product
HGNC:381	AKR1B1	gene with protein product
HGNC:420	AKR1B1P1	pseudogene
HGNC:425	AKR1B1P2	pseudogene
HGNC:422	AKR1B1P3	pseudogene
HGNC:423	AKR1B1P4	pseudogene
HGNC:20002	AKR1B1P5	pseudogene
HGNC:33498	AKR1B1P6	pseudogene
HGNC:33497	AKR1B1P7	pseudogene
HGNC:33496	AKR1B1P8	pseudogene
HGNC:382	AKR1B10	gene with protein product
HGNC:45062	AKR1B10P1	pseudogene
HGNC:45063	AKR1B10P2	pseudogene
HGNC:37281	AKR1B15	gene with protein product
HGNC:384	AKR1C1	gene with protein product
HGNC:385	AKR1C2	gene with protein product
HGNC:386	AKR1C3	gene with protein product
HGNC:387	AKR1C4	gene with protein product
HGNC:44679	AKR1C5P	pseudogene
HGNC:44680	AKR1C6P	pseudogene
HGNC:44681	AKR1C7P	pseudogene
HGNC:23469	AKR1C8	gene with protein product
HGNC:388	AKR1D1	gene with protein product
HGNC:11288	AKR1D1P1	pseudogene
HGNC:23437	AKR1E2	gene with protein product
HGNC:389	AKR7A2	gene with protein product
HGNC:24062	AKR7A2P1	pseudogene
HGNC:55059	AKR7A2P2	pseudogene
HGNC:390	AKR7A3	gene with protein product
HGNC:24056	AKR7L	gene with protein product
HGNC:391	AKT1	gene with protein product
HGNC:28426	AKT1S1	gene with protein product
HGNC:392	AKT2	gene with protein product
HGNC:393	AKT3	gene with protein product
HGNC:41304	AKT3-IT1	RNA, long non-coding
HGNC:16710	AKTIP	gene with protein product
HGNC:395	ALAD	gene with protein product
HGNC:396	ALAS1	gene with protein product
HGNC:397	ALAS2	gene with protein product
HGNC:399	ALB	gene with protein product
HGNC:400	ALCAM	gene with protein product
HGNC:402	ALDH1A1	gene with protein product
HGNC:15472	ALDH1A2	gene with protein product
HGNC:27515	ALDH1A2-AS1	RNA, long non-coding
HGNC:409	ALDH1A3	gene with protein product
HGNC:55416	ALDH1A3-AS1	RNA, long non-coding
HGNC:407	ALDH1B1	gene with protein product
HGNC:3978	ALDH1L1	gene with protein product
HGNC:40244	ALDH1L1-AS1	RNA, long non-coding
HGNC:42446	ALDH1L1-AS2	RNA, long non-coding
HGNC:26777	ALDH1L2	gene with protein product
HGNC:404	ALDH2	gene with protein product
HGNC:405	ALDH3A1	gene with protein product
HGNC:403	ALDH3A2	gene with protein product
HGNC:410	ALDH3B1	gene with protein product
HGNC:411	ALDH3B2	gene with protein product
HGNC:406	ALDH4A1	gene with protein product
HGNC:408	ALDH5A1	gene with protein product
HGNC:7179	ALDH6A1	gene with protein product
HGNC:877	ALDH7A1	gene with protein product
HGNC:878	ALDH7A1P1	pseudogene
HGNC:879	ALDH7A1P2	pseudogene
HGNC:880	ALDH7A1P3	pseudogene
HGNC:881	ALDH7A1P4	pseudogene
HGNC:15471	ALDH8A1	gene with protein product
HGNC:412	ALDH9A1	gene with protein product
HGNC:28114	ALDH16A1	gene with protein product
HGNC:9722	ALDH18A1	gene with protein product
HGNC:414	ALDOA	gene with protein product
HGNC:415	ALDOAP1	pseudogene
HGNC:416	ALDOAP2	pseudogene
HGNC:417	ALDOB	gene with protein product
HGNC:418	ALDOC	gene with protein product
HGNC:18294	ALG1	gene with protein product
HGNC:33721	ALG1L	gene with protein product
HGNC:37258	ALG1L2	gene with protein product
HGNC:44372	ALG1L3P	pseudogene
HGNC:44374	ALG1L5P	pseudogene
HGNC:44375	ALG1L6P	pseudogene
HGNC:44376	ALG1L7P	pseudogene
HGNC:44377	ALG1L8P	pseudogene
HGNC:44378	ALG1L9P	pseudogene
HGNC:44379	ALG1L10P	pseudogene
HGNC:44380	ALG1L11P	pseudogene
HGNC:44381	ALG1L12P	pseudogene
HGNC:44382	ALG1L13P	pseudogene
HGNC:44383	ALG1L14P	pseudogene
HGNC:44384	ALG1L15P	pseudogene
HGNC:23159	ALG2	gene with protein product
HGNC:23056	ALG3	gene with protein product
HGNC:45159	ALG3P1	pseudogene
HGNC:20266	ALG5	gene with protein product
HGNC:23157	ALG6	gene with protein product
HGNC:23161	ALG8	gene with protein product
HGNC:15672	ALG9	gene with protein product
HGNC:41409	ALG9-IT1	RNA, long non-coding
HGNC:23162	ALG10	gene with protein product
HGNC:31088	ALG10B	gene with protein product
HGNC:32456	ALG11	gene with protein product
HGNC:19358	ALG12	gene with protein product
HGNC:30881	ALG13	gene with protein product
HGNC:41277	ALG13-AS1	RNA, long non-coding
HGNC:28287	ALG14	gene with protein product
HGNC:41192	ALG14-AS1	RNA, long non-coding
HGNC:427	ALK	gene with protein product
HGNC:33775	ALKAL1	gene with protein product
HGNC:27683	ALKAL2	gene with protein product
HGNC:17911	ALKBH1	gene with protein product
HGNC:32487	ALKBH2	gene with protein product
HGNC:30141	ALKBH3	gene with protein product
HGNC:48670	ALKBH3-AS1	RNA, long non-coding
HGNC:21900	ALKBH4	gene with protein product
HGNC:25996	ALKBH5	gene with protein product
HGNC:28243	ALKBH6	gene with protein product
HGNC:21306	ALKBH7	gene with protein product
HGNC:25189	ALKBH8	gene with protein product
HGNC:17377	ALLC	gene with protein product
HGNC:428	ALMS1	gene with protein product
HGNC:41305	ALMS1-IT1	RNA, long non-coding
HGNC:29586	ALMS1P1	pseudogene
HGNC:435	ALOX5	gene with protein product
HGNC:436	ALOX5AP	gene with protein product
HGNC:429	ALOX12	gene with protein product
HGNC:51342	ALOX12-AS1	RNA, long non-coding
HGNC:430	ALOX12B	gene with protein product
HGNC:431	ALOX12P1	pseudogene
HGNC:432	ALOX12P2	pseudogene
HGNC:433	ALOX15	gene with protein product
HGNC:434	ALOX15B	gene with protein product
HGNC:13742	ALOX15P1	pseudogene
HGNC:39027	ALOX15P2	pseudogene
HGNC:13743	ALOXE3	gene with protein product
HGNC:44238	ALOXE3P1	pseudogene
HGNC:441	ALPG	gene with protein product
HGNC:437	ALPI	gene with protein product
HGNC:20917	ALPK1	gene with protein product
HGNC:20565	ALPK2	gene with protein product
HGNC:17574	ALPK3	gene with protein product
HGNC:438	ALPL	gene with protein product
HGNC:439	ALPP	gene with protein product
HGNC:14016	ALPPP	pseudogene
HGNC:443	ALS2	gene with protein product
HGNC:20605	ALS2CL	gene with protein product
HGNC:1494	ALX1	gene with protein product
HGNC:449	ALX3	gene with protein product
HGNC:450	ALX4	gene with protein product
HGNC:19071	ALYREF	gene with protein product
HGNC:451	AMACR	gene with protein product
HGNC:452	AMBN	gene with protein product
HGNC:453	AMBP	gene with protein product
HGNC:25990	AMBRA1	gene with protein product
HGNC:457	AMD 1.00	gene with protein product
HGNC:44898	AMD1P1	pseudogene
HGNC:460	AMD1P2	pseudogene
HGNC:51608	AMD1P3	pseudogene
HGNC:51609	AMD1P4	pseudogene
HGNC:28577	AMDHD1	gene with protein product
HGNC:24262	AMDHD2	gene with protein product
HGNC:461	AMELX	gene with protein product
HGNC:462	AMELY	gene with protein product
HGNC:26837	AMER1	gene with protein product
HGNC:26360	AMER2	gene with protein product
HGNC:26771	AMER3	gene with protein product
HGNC:463	AMFR	gene with protein product
HGNC:464	AMH	gene with protein product
HGNC:465	AMHR2	gene with protein product
HGNC:20824	AMIGO1	gene with protein product
HGNC:24073	AMIGO2	gene with protein product
HGNC:24075	AMIGO3	gene with protein product
HGNC:466	AMLCR2	region
HGNC:467	AMMECR1	gene with protein product
HGNC:41306	AMMECR1-IT1	RNA, long non-coding
HGNC:28658	AMMECR1L	gene with protein product
HGNC:39809	AMMECR1LP1	pseudogene
HGNC:14604	AMN	gene with protein product
HGNC:27281	AMN1	gene with protein product
HGNC:17810	AMOT	gene with protein product
HGNC:17811	AMOTL1	gene with protein product
HGNC:17812	AMOTL2	gene with protein product
HGNC:468	AMPD1	gene with protein product
HGNC:469	AMPD2	gene with protein product
HGNC:470	AMPD3	gene with protein product
HGNC:471	AMPH	gene with protein product
HGNC:473	AMT	gene with protein product
HGNC:33188	AMTN	gene with protein product
HGNC:474	AMY1A	gene with protein product
HGNC:475	AMY1B	gene with protein product
HGNC:476	AMY1C	gene with protein product
HGNC:477	AMY2A	gene with protein product
HGNC:478	AMY2B	gene with protein product
HGNC:479	AMYP1	pseudogene
HGNC:22231	AMZ1	gene with protein product
HGNC:28041	AMZ2	gene with protein product
HGNC:26491	AMZ2P1	pseudogene
HGNC:38072	AMZ2P2	pseudogene
HGNC:54911	AMZ2P3	pseudogene
HGNC:19988	ANAPC1	gene with protein product
HGNC:44150	ANAPC1P1	pseudogene
HGNC:54708	ANAPC1P2	pseudogene
HGNC:54709	ANAPC1P3	pseudogene
HGNC:54710	ANAPC1P4	pseudogene
HGNC:54711	ANAPC1P5	pseudogene
HGNC:54712	ANAPC1P6	pseudogene
HGNC:19989	ANAPC2	gene with protein product
HGNC:19990	ANAPC4	gene with protein product
HGNC:15713	ANAPC5	gene with protein product
HGNC:17380	ANAPC7	gene with protein product
HGNC:24077	ANAPC10	gene with protein product
HGNC:33976	ANAPC10P1	pseudogene
HGNC:14452	ANAPC11	gene with protein product
HGNC:24540	ANAPC13	gene with protein product
HGNC:24531	ANAPC15	gene with protein product
HGNC:54888	ANAPC15P1	pseudogene
HGNC:54889	ANAPC15P2	pseudogene
HGNC:26976	ANAPC16	gene with protein product
HGNC:482	ANCR	region
HGNC:483	ANG	gene with protein product
HGNC:19961	ANGEL1	gene with protein product
HGNC:30534	ANGEL2	gene with protein product
HGNC:484	ANGPT1	gene with protein product
HGNC:485	ANGPT2	gene with protein product
HGNC:487	ANGPT4	gene with protein product
HGNC:489	ANGPTL1	gene with protein product
HGNC:490	ANGPTL2	gene with protein product
HGNC:491	ANGPTL3	gene with protein product
HGNC:16039	ANGPTL4	gene with protein product
HGNC:19705	ANGPTL5	gene with protein product
HGNC:23140	ANGPTL6	gene with protein product
HGNC:24078	ANGPTL7	gene with protein product
HGNC:24933	ANGPTL8	gene with protein product
HGNC:40024	ANHX	gene with protein product
HGNC:492	ANK1	gene with protein product
HGNC:493	ANK2	gene with protein product
HGNC:40076	ANK2-AS1	RNA, long non-coding
HGNC:494	ANK3	gene with protein product
HGNC:54102	ANK3-DT	RNA, long non-coding
HGNC:26350	ANKAR	gene with protein product
HGNC:28002	ANKDD1A	gene with protein product
HGNC:32525	ANKDD1B	gene with protein product
HGNC:15803	ANKEF1	gene with protein product
HGNC:26766	ANKFN1	gene with protein product
HGNC:20763	ANKFY1	gene with protein product
HGNC:15492	ANKH	gene with protein product
HGNC:55234	ANKH-DT	RNA, long non-coding
HGNC:24714	ANKHD1	gene with protein product
HGNC:55564	ANKHD1-DT	RNA, long non-coding
HGNC:33530	ANKHD1-EIF4EBP3	readthrough
HGNC:22215	ANKIB1	gene with protein product
HGNC:21027	ANKK1	gene with protein product
HGNC:26812	ANKLE1	gene with protein product
HGNC:29101	ANKLE2	gene with protein product
HGNC:20987	ANKMY1	gene with protein product
HGNC:25370	ANKMY2	gene with protein product
HGNC:13208	ANKRA2	gene with protein product
HGNC:15819	ANKRD1	gene with protein product
HGNC:495	ANKRD2	gene with protein product
HGNC:17280	ANKRD6	gene with protein product
HGNC:18588	ANKRD7	gene with protein product
HGNC:20096	ANKRD9	gene with protein product
HGNC:20265	ANKRD10	gene with protein product
HGNC:39891	ANKRD10-IT1	RNA, long non-coding
HGNC:21316	ANKRD11	gene with protein product
HGNC:54737	ANKRD11P1	pseudogene
HGNC:54738	ANKRD11P2	pseudogene
HGNC:29135	ANKRD12	gene with protein product
HGNC:21268	ANKRD13A	gene with protein product
HGNC:26363	ANKRD13B	gene with protein product
HGNC:25374	ANKRD13C	gene with protein product
HGNC:27880	ANKRD13D	gene with protein product
HGNC:23471	ANKRD16	gene with protein product
HGNC:23575	ANKRD17	gene with protein product
HGNC:55556	ANKRD17-DT	RNA, long non-coding
HGNC:23643	ANKRD18A	gene with protein product
HGNC:23644	ANKRD18B	gene with protein product
HGNC:43601	ANKRD18CP	pseudogene
HGNC:28016	ANKRD18DP	pseudogene
HGNC:43609	ANKRD18EP	pseudogene
HGNC:22567	ANKRD19P	pseudogene
HGNC:23665	ANKRD20A1	gene with protein product
HGNC:31979	ANKRD20A2P	pseudogene
HGNC:31981	ANKRD20A3P	pseudogene
HGNC:31982	ANKRD20A4P	pseudogene
HGNC:33833	ANKRD20A5P	pseudogene
HGNC:37714	ANKRD20A6P	pseudogene
HGNC:31980	ANKRD20A7P	pseudogene
HGNC:23666	ANKRD20A8P	pseudogene
HGNC:42023	ANKRD20A9P	pseudogene
HGNC:39707	ANKRD20A10P	pseudogene
HGNC:42024	ANKRD20A11P	pseudogene
HGNC:43603	ANKRD20A12P	pseudogene
HGNC:43604	ANKRD20A13P	pseudogene
HGNC:43605	ANKRD20A14P	pseudogene
HGNC:43606	ANKRD20A15P	pseudogene
HGNC:43607	ANKRD20A16P	pseudogene
HGNC:43608	ANKRD20A17P	pseudogene
HGNC:23756	ANKRD20A18P	pseudogene
HGNC:42737	ANKRD20A19P	pseudogene
HGNC:32319	ANKRD20A20P	pseudogene
HGNC:52329	ANKRD20A21P	pseudogene
HGNC:28321	ANKRD22	gene with protein product
HGNC:24470	ANKRD23	gene with protein product
HGNC:29424	ANKRD24	gene with protein product
HGNC:29186	ANKRD26	gene with protein product
HGNC:32955	ANKRD26P1	pseudogene
HGNC:39687	ANKRD26P2	pseudogene
HGNC:39689	ANKRD26P3	pseudogene
HGNC:39690	ANKRD26P4	pseudogene
HGNC:25310	ANKRD27	gene with protein product
HGNC:29024	ANKRD28	gene with protein product
HGNC:27110	ANKRD29	gene with protein product
HGNC:17234	ANKRD30A	gene with protein product
HGNC:24165	ANKRD30B	gene with protein product
HGNC:35167	ANKRD30BL	gene with protein product
HGNC:19722	ANKRD30BP1	pseudogene
HGNC:16620	ANKRD30BP2	pseudogene
HGNC:27873	ANKRD30BP3	pseudogene
HGNC:26853	ANKRD31	gene with protein product
HGNC:13788	ANKRD33	gene with protein product
HGNC:35240	ANKRD33B	gene with protein product
HGNC:41298	ANKRD33B-AS1	RNA, long non-coding
HGNC:27639	ANKRD34A	gene with protein product
HGNC:33736	ANKRD34B	gene with protein product
HGNC:33888	ANKRD34C	gene with protein product
HGNC:48618	ANKRD34C-AS1	RNA, long non-coding
HGNC:26323	ANKRD35	gene with protein product
HGNC:24079	ANKRD36	gene with protein product
HGNC:29333	ANKRD36B	gene with protein product
HGNC:28169	ANKRD36BP1	pseudogene
HGNC:33607	ANKRD36BP2	pseudogene
HGNC:32946	ANKRD36C	gene with protein product
HGNC:37759	ANKRD36P1	pseudogene
HGNC:29593	ANKRD37	gene with protein product
HGNC:28640	ANKRD39	gene with protein product
HGNC:28233	ANKRD40	gene with protein product
HGNC:26080	ANKRD40CL	gene with protein product
HGNC:26752	ANKRD42	gene with protein product
HGNC:55590	ANKRD42-DT	RNA, long non-coding
HGNC:25259	ANKRD44	gene with protein product
HGNC:41090	ANKRD44-AS1	RNA, long non-coding
HGNC:55840	ANKRD44-DT	RNA, long non-coding
HGNC:41477	ANKRD44-IT1	RNA, long non-coding
HGNC:24786	ANKRD45	gene with protein product
HGNC:27229	ANKRD46	gene with protein product
HGNC:25970	ANKRD49	gene with protein product
HGNC:54619	ANKRD49P1	pseudogene
HGNC:54620	ANKRD49P2	pseudogene
HGNC:54621	ANKRD49P3	pseudogene
HGNC:54622	ANKRD49P4	pseudogene
HGNC:29223	ANKRD50	gene with protein product
HGNC:26614	ANKRD52	gene with protein product
HGNC:25691	ANKRD53	gene with protein product
HGNC:25185	ANKRD54	gene with protein product
HGNC:39214	ANKRD54P1	pseudogene
HGNC:25681	ANKRD55	gene with protein product
HGNC:16217	ANKRD60	gene with protein product
HGNC:22467	ANKRD61	gene with protein product
HGNC:35241	ANKRD62	gene with protein product
HGNC:42363	ANKRD62P1	pseudogene
HGNC:42393	ANKRD62P1-PARP4P3	readthrough
HGNC:40027	ANKRD63	gene with protein product
HGNC:42950	ANKRD65	gene with protein product
HGNC:55844	ANKRD65-AS1	RNA, long non-coding
HGNC:44669	ANKRD66	gene with protein product
HGNC:20961	ANKS1A	gene with protein product
HGNC:24600	ANKS1B	gene with protein product
HGNC:29422	ANKS3	gene with protein product
HGNC:26795	ANKS4B	gene with protein product
HGNC:26724	ANKS6	gene with protein product
HGNC:29642	ANKUB1	gene with protein product
HGNC:25527	ANKZF1	gene with protein product
HGNC:14082	ANLN	gene with protein product
HGNC:21625	ANO1	gene with protein product
HGNC:40016	ANO1-AS1	RNA, long non-coding
HGNC:1183	ANO2	gene with protein product
HGNC:14004	ANO3	gene with protein product
HGNC:54190	ANO3-AS1	RNA, long non-coding
HGNC:23837	ANO4	gene with protein product
HGNC:27337	ANO5	gene with protein product
HGNC:25240	ANO6	gene with protein product
HGNC:31677	ANO7	gene with protein product
